@relation bank-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0-V

@attribute age numeric
@attribute job {admin.,technician,services,management,retired,blue-collar,unemployed,entrepreneur,housemaid,unknown,self-employed,student}
@attribute marital {married,single,divorced}
@attribute education {secondary,tertiary,primary,unknown}
@attribute balance numeric
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute day numeric
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute campaign numeric
@attribute previous numeric
@attribute poutcome {unknown,other,failure,success}
@attribute deposit {yes,no}

@data
28,blue-collar,married,primary,-55,yes,no,unknown,7,may,361,2,0,unknown,no
57,retired,divorced,secondary,-663,yes,no,cellular,13,may,210,1,2,failure,no
48,technician,married,secondary,10655,no,no,telephone,31,jul,5,3,0,unknown,no
44,blue-collar,single,primary,10984,no,no,unknown,20,jun,258,18,0,unknown,no
30,management,married,tertiary,265,yes,no,unknown,26,may,45,4,0,unknown,no
28,blue-collar,married,secondary,0,yes,no,cellular,15,may,6,4,0,unknown,no
29,technician,single,secondary,3466,no,no,cellular,21,apr,274,1,0,unknown,yes
36,admin.,single,secondary,728,no,no,cellular,30,apr,230,1,0,unknown,yes
52,blue-collar,married,tertiary,297,yes,no,cellular,18,nov,62,2,1,failure,no
26,unemployed,single,secondary,622,no,no,cellular,28,jan,1451,2,0,unknown,yes
41,services,divorced,tertiary,1583,yes,no,cellular,9,jul,662,1,0,unknown,yes
30,admin.,single,secondary,313,yes,no,cellular,4,feb,1121,2,0,unknown,yes
57,self-employed,married,secondary,11494,no,no,cellular,19,nov,198,1,0,unknown,no
48,services,divorced,secondary,62,yes,no,cellular,8,may,561,1,0,unknown,no
32,blue-collar,married,secondary,225,yes,no,cellular,17,apr,574,1,1,failure,yes
53,management,married,secondary,51,yes,no,cellular,17,apr,109,1,0,unknown,no
30,admin.,single,tertiary,305,no,no,cellular,30,apr,633,1,2,success,yes
30,management,single,tertiary,502,no,no,cellular,11,oct,463,3,6,success,yes
59,housemaid,married,secondary,454,no,no,cellular,21,aug,162,1,0,unknown,no
34,technician,single,secondary,559,no,no,cellular,22,aug,259,2,0,unknown,no
24,blue-collar,married,secondary,1222,yes,no,cellular,20,apr,369,1,0,unknown,no
73,retired,married,unknown,739,no,no,cellular,11,sep,210,1,0,unknown,yes
50,blue-collar,married,primary,71,yes,no,unknown,6,may,678,1,0,unknown,no
30,services,single,secondary,495,yes,no,cellular,21,nov,641,1,0,unknown,yes
33,management,single,tertiary,307,no,no,cellular,23,jul,113,6,4,failure,no
54,management,married,secondary,1660,no,no,cellular,20,nov,337,3,0,unknown,no
58,admin.,married,secondary,169,no,no,cellular,13,may,336,3,5,success,yes
29,management,single,tertiary,1445,no,no,cellular,26,apr,328,2,2,success,yes
49,management,divorced,tertiary,-2049,yes,no,unknown,30,may,169,3,0,unknown,no
46,technician,married,secondary,289,no,no,unknown,7,may,51,3,0,unknown,no
75,retired,married,tertiary,2991,no,no,cellular,22,apr,240,1,0,unknown,yes
58,management,married,tertiary,1227,no,no,cellular,8,sep,400,2,1,success,yes
55,unknown,married,secondary,1157,no,no,cellular,12,jul,289,1,2,failure,no
36,technician,married,secondary,0,yes,no,cellular,21,jul,193,5,0,unknown,no
30,technician,divorced,secondary,789,yes,no,cellular,12,may,356,1,0,unknown,no
47,self-employed,married,primary,574,yes,no,cellular,20,nov,137,5,0,unknown,no
36,services,married,secondary,52,yes,no,cellular,7,sep,351,1,6,success,yes
34,blue-collar,married,secondary,261,yes,no,cellular,3,feb,88,5,3,failure,no
32,management,single,tertiary,131,no,no,unknown,3,jun,267,3,0,unknown,no
60,blue-collar,married,primary,5,no,no,cellular,29,oct,401,1,0,unknown,yes
32,technician,single,unknown,317,yes,no,unknown,21,may,394,2,0,unknown,no
52,unemployed,married,secondary,94,no,no,cellular,10,nov,293,3,10,failure,yes
33,management,married,tertiary,22867,yes,no,cellular,10,nov,266,2,3,failure,yes
44,admin.,married,secondary,764,yes,no,cellular,3,sep,232,1,1,failure,no
29,services,married,primary,-102,no,no,unknown,4,jul,134,1,0,unknown,no
26,unemployed,single,tertiary,3511,no,no,cellular,30,apr,439,2,0,unknown,yes
51,entrepreneur,married,tertiary,5254,yes,no,unknown,23,oct,134,1,0,unknown,yes
39,blue-collar,married,secondary,261,no,no,cellular,4,may,841,4,0,unknown,yes
49,blue-collar,married,secondary,30,yes,no,unknown,5,may,135,4,0,unknown,no
32,management,single,tertiary,41,yes,no,cellular,7,may,449,1,1,other,no
39,blue-collar,married,primary,12848,yes,no,unknown,5,jun,337,2,0,unknown,no
35,technician,married,tertiary,1629,no,no,cellular,25,jul,653,4,0,unknown,yes
49,management,married,tertiary,4594,no,no,cellular,11,aug,157,3,0,unknown,no
57,entrepreneur,married,unknown,657,no,no,unknown,12,jun,344,1,0,unknown,no
56,housemaid,married,primary,445,no,no,cellular,21,nov,13,6,0,unknown,no
36,admin.,married,secondary,1314,yes,no,cellular,17,jul,330,3,0,unknown,no
27,blue-collar,single,secondary,535,no,no,cellular,13,may,159,1,3,success,yes
55,housemaid,married,primary,0,yes,no,cellular,17,jul,1303,2,0,unknown,yes
39,management,married,tertiary,2939,no,no,cellular,6,oct,608,1,3,failure,yes
30,technician,single,secondary,3144,no,no,cellular,19,may,212,2,0,unknown,yes
41,management,married,tertiary,298,no,no,cellular,4,may,63,3,1,other,no
28,management,single,tertiary,278,no,yes,cellular,29,jan,194,1,0,unknown,no
33,management,married,tertiary,271,yes,no,cellular,14,aug,801,2,0,unknown,yes
37,unemployed,married,secondary,459,no,no,cellular,20,nov,109,4,0,unknown,no
35,services,single,secondary,1239,yes,no,cellular,5,may,60,2,1,failure,no
36,admin.,married,secondary,96,no,no,cellular,30,apr,208,1,1,success,yes
52,management,married,tertiary,659,no,no,cellular,23,jul,517,4,0,unknown,no
35,technician,married,tertiary,416,no,no,cellular,11,aug,591,4,0,unknown,no
35,blue-collar,married,primary,22,yes,no,cellular,15,may,1190,2,2,other,yes
32,technician,single,tertiary,0,yes,yes,cellular,13,may,440,2,0,unknown,yes
48,technician,married,primary,235,no,no,cellular,9,sep,386,2,3,success,yes
21,blue-collar,married,primary,-172,yes,yes,cellular,15,may,409,1,3,failure,yes
43,unemployed,divorced,secondary,0,yes,no,cellular,24,jul,229,2,0,unknown,no
46,entrepreneur,divorced,secondary,-563,no,yes,cellular,15,jul,769,4,0,unknown,yes
50,technician,divorced,secondary,-298,yes,no,cellular,6,feb,68,8,0,unknown,no
35,management,single,tertiary,837,no,no,cellular,4,aug,329,1,0,unknown,no
33,services,single,secondary,170,no,no,cellular,7,jul,782,1,0,unknown,yes
40,management,married,tertiary,24450,no,no,cellular,25,aug,73,2,0,unknown,no
76,retired,married,unknown,8919,no,no,cellular,28,jan,231,1,0,unknown,no
39,technician,single,tertiary,21,yes,no,unknown,23,may,58,1,0,unknown,no
31,entrepreneur,married,secondary,10,yes,yes,cellular,29,jan,161,3,9,failure,no
53,retired,married,secondary,303,yes,no,unknown,6,may,593,2,0,unknown,no
32,admin.,divorced,secondary,-241,no,yes,unknown,27,jun,856,2,0,unknown,yes
29,management,single,tertiary,637,yes,no,cellular,3,jun,340,1,1,failure,yes
30,admin.,married,secondary,4457,yes,no,cellular,21,nov,566,4,0,unknown,yes
60,blue-collar,married,primary,7929,no,no,unknown,1,apr,111,1,0,unknown,yes
30,management,single,tertiary,1191,no,no,cellular,11,aug,381,4,0,unknown,no
48,management,married,tertiary,1147,no,no,cellular,5,aug,389,1,2,success,yes
34,entrepreneur,married,tertiary,842,yes,no,cellular,6,may,141,2,0,unknown,no
50,management,single,tertiary,297,yes,no,unknown,5,may,119,1,0,unknown,no
46,blue-collar,single,primary,96,yes,no,cellular,19,nov,217,1,0,unknown,no
24,blue-collar,single,secondary,833,yes,no,cellular,15,may,956,1,0,unknown,yes
54,unemployed,single,secondary,380,no,no,cellular,17,nov,696,2,0,unknown,yes
55,admin.,married,secondary,602,no,no,cellular,4,feb,390,2,6,success,yes
54,technician,married,secondary,3994,no,yes,cellular,16,apr,299,2,0,unknown,yes
93,retired,married,unknown,775,no,no,cellular,4,aug,476,2,9,success,yes
32,blue-collar,married,secondary,2089,yes,no,cellular,14,nov,132,1,0,unknown,yes
39,management,married,tertiary,0,yes,yes,cellular,17,jul,301,1,0,unknown,no
42,technician,married,secondary,994,yes,no,cellular,11,aug,149,1,5,failure,yes
32,services,married,secondary,207,yes,no,unknown,23,may,360,1,0,unknown,no
30,management,single,tertiary,222,no,yes,cellular,4,feb,111,1,2,other,no
43,admin.,single,secondary,6,no,no,unknown,16,may,244,1,0,unknown,no
34,technician,married,secondary,-25,no,no,cellular,15,may,207,1,0,unknown,no
41,blue-collar,single,secondary,925,yes,no,telephone,13,may,43,1,0,unknown,no
48,blue-collar,divorced,primary,24,yes,no,unknown,14,may,832,1,0,unknown,yes
31,blue-collar,divorced,secondary,-277,yes,no,telephone,17,jul,1008,2,0,unknown,yes
51,management,married,tertiary,1394,yes,no,cellular,5,aug,115,1,0,unknown,no
30,admin.,married,secondary,590,no,no,cellular,11,aug,443,3,0,unknown,no
33,admin.,married,secondary,95,yes,no,cellular,30,apr,335,1,0,unknown,yes
31,blue-collar,single,secondary,573,yes,no,telephone,5,feb,58,1,2,failure,no
33,services,married,secondary,881,yes,no,unknown,21,may,67,5,0,unknown,no
41,admin.,married,secondary,683,no,yes,cellular,20,nov,77,1,0,unknown,no
49,technician,married,secondary,308,no,no,cellular,27,jul,266,5,0,unknown,no
60,retired,divorced,primary,-79,yes,yes,cellular,29,jan,192,1,0,unknown,no
57,services,divorced,primary,1367,no,no,unknown,9,jun,144,3,0,unknown,no
44,technician,married,secondary,0,yes,no,unknown,30,may,243,3,0,unknown,no
36,management,single,tertiary,2163,no,no,cellular,5,jun,317,1,0,unknown,no
26,blue-collar,single,secondary,-84,yes,yes,cellular,29,jul,63,5,0,unknown,no
40,admin.,divorced,secondary,221,yes,no,unknown,13,may,154,2,0,unknown,no
29,admin.,single,secondary,464,no,no,cellular,9,nov,208,2,3,success,yes
34,admin.,single,secondary,296,no,no,cellular,20,nov,68,1,4,failure,no
43,services,divorced,secondary,130,yes,no,unknown,8,may,193,1,0,unknown,no
36,technician,single,secondary,12,no,no,cellular,12,aug,587,2,0,unknown,yes
31,management,single,tertiary,924,no,no,cellular,27,feb,172,1,0,unknown,yes
26,unknown,single,secondary,3247,no,no,telephone,6,feb,341,3,0,unknown,no
27,admin.,single,secondary,261,yes,yes,cellular,3,jun,592,4,0,unknown,yes
31,blue-collar,married,secondary,435,yes,no,unknown,21,may,204,1,0,unknown,no
61,retired,married,primary,3738,no,no,telephone,6,feb,188,1,0,unknown,no
38,blue-collar,married,secondary,622,yes,no,unknown,21,may,611,2,0,unknown,yes
63,management,married,tertiary,5112,no,no,telephone,13,nov,2184,2,3,failure,yes
24,admin.,single,secondary,1052,no,no,cellular,30,apr,354,1,0,unknown,yes
31,blue-collar,married,secondary,505,yes,no,cellular,17,apr,218,4,2,other,no
34,blue-collar,married,secondary,4622,yes,yes,unknown,20,may,217,1,0,unknown,no
38,admin.,married,secondary,4874,no,no,unknown,6,jun,1291,3,0,unknown,no
35,technician,married,tertiary,3160,yes,no,cellular,16,nov,445,2,1,failure,yes
37,admin.,married,secondary,1314,yes,no,cellular,22,may,74,1,9,failure,no
59,management,married,tertiary,1783,no,yes,cellular,17,nov,540,2,0,unknown,yes
38,blue-collar,married,primary,362,yes,no,unknown,8,may,100,5,0,unknown,no
33,management,single,tertiary,131,yes,no,cellular,12,oct,209,3,2,failure,yes
45,admin.,married,secondary,925,no,no,cellular,6,aug,406,2,0,unknown,yes
34,self-employed,married,primary,7468,yes,yes,cellular,30,apr,383,1,0,unknown,yes
30,management,single,tertiary,617,no,no,cellular,27,feb,192,2,0,unknown,yes
47,management,married,secondary,2892,no,no,unknown,17,jun,556,1,0,unknown,yes
57,management,married,tertiary,1227,no,no,cellular,5,jun,232,1,0,unknown,yes
29,management,single,tertiary,1218,no,no,cellular,30,jan,258,2,0,unknown,no
54,blue-collar,divorced,unknown,-473,yes,no,cellular,14,may,239,1,2,failure,no
60,retired,married,primary,600,no,no,cellular,19,aug,99,6,0,unknown,no
29,admin.,single,secondary,209,no,no,cellular,5,feb,605,2,0,unknown,no
39,management,single,tertiary,1515,yes,no,cellular,4,may,815,6,6,failure,yes
31,management,single,tertiary,115,no,no,cellular,17,mar,187,1,0,unknown,yes
35,self-employed,divorced,secondary,3443,no,no,cellular,30,jul,409,4,0,unknown,no
58,admin.,married,secondary,169,no,no,cellular,16,nov,301,1,3,failure,yes
33,technician,divorced,secondary,6,no,no,cellular,22,aug,239,2,0,unknown,no
30,admin.,divorced,secondary,370,yes,no,unknown,15,may,160,1,0,unknown,no
54,unknown,married,secondary,2206,no,no,cellular,12,nov,104,1,2,other,yes
58,services,married,primary,943,yes,no,unknown,3,jun,243,3,0,unknown,no
33,blue-collar,married,secondary,1134,yes,no,unknown,23,may,304,2,0,unknown,no
38,admin.,married,secondary,215,yes,yes,unknown,6,jun,173,2,0,unknown,no
28,self-employed,married,secondary,123,no,yes,telephone,22,oct,313,1,0,unknown,yes
41,admin.,divorced,secondary,2550,yes,no,cellular,15,may,894,2,2,failure,no
61,blue-collar,married,primary,5,no,no,cellular,6,aug,562,2,3,success,yes
28,blue-collar,single,unknown,913,yes,no,unknown,27,may,580,2,0,unknown,no
57,technician,married,secondary,402,yes,no,unknown,6,may,153,3,0,unknown,no
41,self-employed,divorced,tertiary,4418,yes,no,cellular,21,nov,855,3,0,unknown,no
46,blue-collar,divorced,primary,219,yes,no,cellular,21,nov,729,1,0,unknown,yes
32,blue-collar,married,primary,1076,yes,no,unknown,19,may,67,1,0,unknown,no
42,blue-collar,married,primary,2103,yes,no,cellular,13,apr,384,2,0,unknown,yes
38,blue-collar,married,primary,132,yes,no,cellular,14,may,797,2,0,unknown,no
32,management,single,tertiary,3283,no,no,cellular,12,aug,623,2,2,success,yes
46,management,married,unknown,2466,no,no,telephone,1,apr,216,3,1,failure,yes
52,services,married,secondary,-336,no,yes,unknown,12,jun,111,8,0,unknown,no
41,admin.,single,secondary,224,yes,no,cellular,12,may,22,8,0,unknown,no
33,technician,married,secondary,73,yes,no,cellular,2,jul,218,1,0,unknown,yes
60,technician,divorced,tertiary,1900,yes,no,unknown,29,may,77,3,0,unknown,no
30,admin.,single,secondary,154,yes,no,cellular,21,nov,24,2,0,unknown,no
55,unemployed,married,secondary,1436,yes,no,cellular,4,feb,969,2,0,unknown,no
34,technician,divorced,secondary,1451,yes,no,unknown,30,may,1097,15,0,unknown,yes
34,unemployed,married,secondary,438,yes,yes,cellular,9,apr,272,1,1,failure,no
57,management,married,tertiary,1660,no,no,cellular,4,aug,642,1,0,unknown,yes
73,retired,married,primary,1388,no,no,cellular,20,jul,146,3,3,success,no
47,blue-collar,married,secondary,1230,yes,no,cellular,30,apr,412,1,1,success,yes
48,housemaid,single,primary,46,no,no,cellular,3,aug,113,2,1,failure,yes
22,admin.,single,secondary,114,no,no,cellular,30,mar,517,1,0,unknown,yes
22,services,single,secondary,129,no,no,cellular,16,oct,258,1,0,unknown,yes
34,self-employed,single,secondary,1261,yes,no,cellular,9,apr,169,2,0,unknown,no
41,management,married,secondary,280,yes,no,cellular,27,feb,87,2,0,unknown,yes
33,services,married,secondary,403,yes,no,unknown,20,may,274,2,0,unknown,no
57,technician,divorced,tertiary,96,no,no,cellular,21,aug,913,4,0,unknown,yes
60,management,married,tertiary,2281,no,no,cellular,5,feb,230,2,0,unknown,yes
42,blue-collar,married,primary,2003,yes,no,cellular,17,apr,177,3,0,unknown,no
32,unemployed,married,secondary,262,no,no,cellular,29,jan,203,1,0,unknown,no
51,management,married,tertiary,0,yes,yes,cellular,19,aug,263,1,1,other,no
65,unknown,married,unknown,4717,no,no,telephone,6,aug,256,1,0,unknown,yes
46,services,married,primary,4343,yes,no,unknown,20,sep,185,1,0,unknown,yes
58,retired,married,tertiary,4048,no,yes,cellular,15,jul,270,5,0,unknown,no
34,management,married,tertiary,0,no,no,cellular,6,aug,139,2,0,unknown,no
36,technician,single,secondary,1228,yes,no,cellular,4,may,303,3,0,unknown,yes
57,admin.,single,secondary,5768,yes,no,unknown,19,jun,512,1,0,unknown,yes
32,technician,single,tertiary,127,yes,no,cellular,27,aug,20,17,0,unknown,no
71,retired,married,primary,2988,no,no,telephone,17,apr,130,1,0,unknown,yes
31,technician,married,tertiary,95,no,no,cellular,21,nov,48,6,0,unknown,no
48,admin.,married,secondary,50,no,yes,cellular,21,oct,419,1,0,unknown,yes
64,retired,divorced,secondary,4833,no,no,cellular,20,oct,621,1,3,failure,yes
32,management,married,tertiary,134,no,yes,cellular,29,aug,162,2,0,unknown,no
60,management,married,tertiary,553,yes,no,cellular,2,feb,343,1,3,success,no
57,retired,divorced,tertiary,734,no,no,cellular,6,aug,1357,4,0,unknown,yes
36,services,single,secondary,0,yes,no,cellular,12,may,398,6,0,unknown,yes
45,admin.,married,secondary,524,yes,no,cellular,23,jul,808,1,0,unknown,yes
39,unemployed,divorced,secondary,265,yes,no,unknown,27,may,93,1,2,other,yes
40,management,married,secondary,106,no,no,unknown,17,jun,676,2,0,unknown,yes
31,management,single,secondary,1088,yes,no,cellular,8,apr,575,2,0,unknown,yes
34,blue-collar,divorced,secondary,1780,yes,no,unknown,2,jun,187,9,0,unknown,no
38,technician,single,tertiary,221,no,no,cellular,20,aug,79,3,0,unknown,no
35,blue-collar,single,secondary,0,yes,no,cellular,9,feb,226,3,1,other,no
55,admin.,divorced,secondary,1872,no,no,cellular,28,aug,155,2,8,failure,yes
58,retired,married,primary,1980,no,no,cellular,5,jun,255,1,0,unknown,yes
31,management,married,tertiary,1575,no,no,cellular,12,aug,178,4,0,unknown,no
27,technician,single,secondary,337,no,no,unknown,9,jul,23,1,0,unknown,yes
31,management,single,tertiary,59,yes,yes,cellular,6,may,1347,2,1,failure,yes
41,blue-collar,married,unknown,732,yes,no,unknown,16,may,25,1,0,unknown,no
46,management,married,tertiary,349,no,no,cellular,15,feb,295,2,1,failure,yes
30,management,single,tertiary,3779,no,no,cellular,13,apr,1093,1,0,unknown,yes
77,retired,married,primary,2590,no,no,telephone,15,feb,112,5,15,success,no
70,retired,married,secondary,2575,no,no,telephone,20,apr,216,2,0,unknown,yes
30,technician,single,tertiary,53,no,no,cellular,29,apr,375,1,0,unknown,yes
54,unemployed,single,secondary,3611,yes,no,cellular,5,feb,81,1,0,unknown,no
53,blue-collar,married,secondary,6112,no,no,cellular,3,feb,211,1,0,unknown,yes
32,services,married,secondary,1398,yes,yes,cellular,15,may,233,1,0,unknown,no
31,services,single,secondary,205,yes,no,cellular,15,apr,465,1,0,unknown,no
53,blue-collar,divorced,secondary,640,yes,no,cellular,11,may,321,2,0,unknown,no
31,management,single,tertiary,15,no,no,cellular,11,aug,119,2,0,unknown,no
33,blue-collar,married,secondary,0,yes,no,telephone,14,jul,305,3,0,unknown,no
28,blue-collar,single,secondary,524,yes,no,cellular,6,may,554,2,0,unknown,yes
26,management,single,tertiary,222,no,no,cellular,26,oct,318,1,3,success,yes
29,blue-collar,married,secondary,1,yes,no,unknown,6,may,215,1,0,unknown,no
62,management,married,tertiary,997,no,no,cellular,22,apr,554,1,2,success,yes
28,technician,single,tertiary,386,no,no,cellular,25,may,867,1,0,unknown,yes
31,services,married,secondary,0,yes,no,cellular,29,jan,224,2,0,unknown,no
49,technician,married,tertiary,503,no,no,unknown,1,jul,297,2,0,unknown,no
35,self-employed,married,tertiary,2427,no,no,cellular,12,aug,175,3,10,success,yes
52,self-employed,married,secondary,-488,yes,no,unknown,29,may,322,1,0,unknown,no
25,management,married,unknown,448,no,no,cellular,5,feb,151,1,1,success,yes
36,unemployed,married,secondary,1766,no,no,unknown,11,jun,595,2,0,unknown,yes
37,blue-collar,married,secondary,4321,no,no,cellular,5,jun,657,1,0,unknown,yes
34,services,single,tertiary,371,no,no,unknown,20,may,77,1,0,unknown,no
37,retired,married,secondary,71,no,yes,cellular,8,may,254,1,0,unknown,no
40,unemployed,divorced,secondary,262,yes,no,unknown,14,may,163,5,0,unknown,no
41,services,married,secondary,241,yes,yes,unknown,4,jun,144,1,0,unknown,no
36,entrepreneur,single,tertiary,145,yes,no,cellular,18,may,450,2,2,success,no
31,technician,single,tertiary,208,no,no,cellular,12,aug,1344,7,0,unknown,yes
75,retired,married,primary,358,no,no,cellular,17,feb,364,11,0,unknown,yes
34,technician,single,secondary,666,no,no,cellular,21,aug,1503,2,0,unknown,yes
